epoch,loss,bce,sep,val_balanced_accuracy,val_anomaly_recall,val_normal_fpr,val_auroc,val_event_top3_recall
60,0.031774843098608764,0.03137151289965723,0.004033291572379274,0.8125,0.9375,0.3125,0.9765625,1.0
61,0.028990860160609536,0.028615384948785072,0.003754744793034413,0.90625,0.9375,0.125,0.98046875,1.0
62,0.025996461093842568,0.025619567274213672,0.003768939386493155,0.9375,0.9375,0.0625,0.96484375,1.0
63,0.04109249420307733,0.040690586544000186,0.004019077740270983,0.90625,0.9375,0.125,0.9609375,1.0
64,0.02429024630610447,0.02385145636646637,0.004387898673466244,0.90625,0.9375,0.125,0.96484375,1.0
65,0.028227273915353773,0.027748117965834956,0.004791554675756635,0.875,0.9375,0.1875,0.9765625,1.0
66,0.027811550020754753,0.027308340685871933,0.005032086119680972,0.8125,0.9375,0.3125,0.97265625,1.0
67,0.023822623454815856,0.02330484918572686,0.00517774473263563,0.90625,0.9375,0.125,0.96875,1.0
68,0.021348953240557567,0.02080214774672437,0.005468052903099077,0.90625,0.9375,0.125,0.94921875,1.0
69,0.019455845539386455,0.01887832472582797,0.005775209171111351,0.90625,0.9375,0.125,0.94140625,1.0
70,0.027376277860696917,0.026783236803916786,0.005930418034663776,0.90625,0.9375,0.125,0.9453125,1.0
71,0.028412368278820196,0.027811592171242187,0.006007765563061604,0.9375,0.9375,0.0625,0.94921875,1.0
72,0.03756911781701175,0.03695762668039415,0.006114906830048853,0.90625,0.9375,0.125,0.95703125,1.0
73,0.02671131735726201,0.026168233314463933,0.00543084860473246,0.8125,0.9375,0.3125,0.9765625,1.0
74,0.11443079960486897,0.11398504914754963,0.004457534362490361,0.90625,0.9375,0.125,0.98046875,1.0
75,0.030859904972693093,0.03043755289115064,0.004223521134549087,0.875,0.8125,0.0625,0.9765625,1.0
76,0.08252409355832147,0.08210649763370727,0.0041759544234540496,0.90625,0.9375,0.125,0.9765625,1.0
77,0.032842764344352945,0.03244356562259731,0.003991981323521871,0.65625,0.9375,0.625,0.95703125,1.0
78,0.18809427571046602,0.18765402108535068,0.004402607913825895,0.9375,0.9375,0.0625,0.97265625,1.0
79,0.09791355470677356,0.09736851587162151,0.005450392011683304,0.84375,0.75,0.0625,0.96484375,1.0
80,0.05551971115784107,0.0550132518816557,0.005064583591908425,0.84375,0.9375,0.25,0.96484375,1.0
